Link,Total Call Duration,Total Effective Talk Duration,Total Effective Talk Percent,Talk Duration (Mono Right),Talk Duration (Mono Left),Talk Percent (Mono Right),Talk Percent (Mono Left),Overlaps Count (Total),Overlaps Count (Mono Right),Overlaps Count (Mono Left),Overlaps Duration (Total),Overlaps Duration (Mono Right),Overlaps Duration (Mono Left),Overlaps Percent (Total),Overlaps Percent (Mono Right),Overlaps Percent (Mono Left),Overall Emotion (Total),Overall Emotion (Mono Right),Overall Emotion (Mono Left)
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/87053452f87f5849805e103e666517b9.mp3,0.82 Minutes,0.62 Minutes,75.66%,0.09 Minutes,0.55 Minutes,14.2 %,85.8 %,2 Times,1 Times,1 Times,0.02 Minutes,0.0 Minutes,0.02 Minutes,3.23 %,0.23 %,3.01 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e8a96966a5a5f16a334073533bb817b2.mp3,0.05 Minutes,0.02 Minutes,44.91%,0.0 Minutes,0.02 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/02d3058c8ebd9895934d6db56d9117bk.mp3,1.58 Minutes,1.47 Minutes,92.78%,0.54 Minutes,1.08 Minutes,33.35 %,66.65 %,12 Times,8 Times,4 Times,0.16 Minutes,0.13 Minutes,0.03 Minutes,10.74 %,8.81 %,1.93 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/63cd1a18d9300c2f9a27ac153a7d17b1.mp3,4.68 Minutes,3.59 Minutes,76.75%,0.98 Minutes,2.89 Minutes,25.23 %,74.77 %,19 Times,12 Times,7 Times,0.28 Minutes,0.21 Minutes,0.08 Minutes,7.89 %,5.80 %,2.10 %,angry,angry,neutral
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b94af531ba0e812f44e6b7797e4517bh.mp3,3.33 Minutes,3.13 Minutes,94.15%,1.9 Minutes,1.64 Minutes,53.63 %,46.37 %,17 Times,7 Times,10 Times,0.41 Minutes,0.14 Minutes,0.27 Minutes,13.19 %,4.53 %,8.66 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/21ca6e6c89371930afa78bd8f65c17b3.mp3,1.41 Minutes,1.22 Minutes,86.68%,0.41 Minutes,0.97 Minutes,29.64 %,70.36 %,6 Times,3 Times,3 Times,0.16 Minutes,0.07 Minutes,0.09 Minutes,13.15 %,5.50 %,7.65 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/cbdbd64e9101f15b81d0dcbf55bb17b1.mp3,0.38 Minutes,0.27 Minutes,72.61%,0.08 Minutes,0.21 Minutes,26.97 %,73.03 %,1 Times,1 Times,0 Times,0.01 Minutes,0.01 Minutes,0.0 Minutes,4.74 %,4.74 %,0.00 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0839105a8eb7873c9ba7e23d55ee17b3.mp3,0.1 Minutes,0.04 Minutes,37.89%,0.0 Minutes,0.04 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/07c27c3cba82f196c3709d508c4217b6.mp3,0.27 Minutes,0.22 Minutes,80.92%,0.06 Minutes,0.18 Minutes,24.27 %,75.73 %,1 Times,0 Times,1 Times,0.02 Minutes,0.0 Minutes,0.02 Minutes,10.72 %,0.00 %,10.72 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/118430aba9f807ce4a8bce722f2517b3.mp3,1.17 Minutes,0.88 Minutes,74.78%,0.3 Minutes,0.62 Minutes,32.79 %,67.21 %,2 Times,1 Times,1 Times,0.04 Minutes,0.02 Minutes,0.02 Minutes,4.77 %,2.23 %,2.55 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d829d038a59e1cdf236df607e0e617b1.mp3,0.58 Minutes,0.44 Minutes,77.18%,0.16 Minutes,0.36 Minutes,29.96 %,70.04 %,2 Times,1 Times,1 Times,0.07 Minutes,0.03 Minutes,0.04 Minutes,16.42 %,6.62 %,9.80 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/3f6b0d4ee11e8d9703cf2f11e1ce17b9.mp3,0.74 Minutes,0.68 Minutes,92.17%,0.22 Minutes,0.56 Minutes,28.48 %,71.52 %,5 Times,4 Times,1 Times,0.1 Minutes,0.1 Minutes,0.0 Minutes,15.09 %,14.47 %,0.62 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e20c49819b01d0219f7f8e461e2317bd.mp3,0.37 Minutes,0.3 Minutes,80.43%,0.18 Minutes,0.27 Minutes,39.95 %,60.05 %,2 Times,2 Times,0 Times,0.14 Minutes,0.14 Minutes,0.0 Minutes,46.94 %,46.94 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6687494b76e5559409356e93fe2917b6.mp3,1.23 Minutes,1.03 Minutes,84.13%,0.19 Minutes,0.92 Minutes,16.83 %,83.17 %,5 Times,4 Times,1 Times,0.08 Minutes,0.08 Minutes,0.0 Minutes,7.65 %,7.35 %,0.30 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/246d93216bdddbaeafa360b77aa617b4.mp3,6.69 Minutes,5.96 Minutes,89.04%,2.73 Minutes,3.92 Minutes,41.1 %,58.9 %,33 Times,21 Times,12 Times,0.69 Minutes,0.47 Minutes,0.22 Minutes,11.61 %,7.88 %,3.73 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fc57d06227e0bcd2abe1ebff946e17b3.mp3,3.34 Minutes,2.65 Minutes,79.38%,1.05 Minutes,1.99 Minutes,34.49 %,65.51 %,17 Times,13 Times,4 Times,0.38 Minutes,0.29 Minutes,0.09 Minutes,14.26 %,10.87 %,3.39 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9895af70fdff348c12028e6a5b8e17ba.mp3,3.7 Minutes,3.33 Minutes,90.12%,1.53 Minutes,2.84 Minutes,35.1 %,64.9 %,25 Times,18 Times,7 Times,1.04 Minutes,0.81 Minutes,0.22 Minutes,31.09 %,24.37 %,6.72 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/334e2d1c1790b355d0ebd0cd717b17b9.mp3,1.08 Minutes,0.92 Minutes,84.84%,0.36 Minutes,0.73 Minutes,32.93 %,67.07 %,7 Times,4 Times,3 Times,0.17 Minutes,0.15 Minutes,0.02 Minutes,18.71 %,16.15 %,2.56 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/391920b82916486091446849259f17b3.mp3,0.76 Minutes,0.55 Minutes,72.64%,0.16 Minutes,0.43 Minutes,27.36 %,72.64 %,2 Times,1 Times,1 Times,0.04 Minutes,0.02 Minutes,0.02 Minutes,7.63 %,4.13 %,3.51 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/36fae15398c9bed7277061b2ad5d17b1.mp3,0.9 Minutes,0.75 Minutes,84.10%,0.05 Minutes,0.71 Minutes,6.39 %,93.61 %,1 Times,1 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.49 %,0.49 %,0.00 %,surprise,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/29e442c19b7eaf381769e340388217b1.mp3,1.85 Minutes,1.67 Minutes,90.13%,0.81 Minutes,1.3 Minutes,38.56 %,61.44 %,14 Times,7 Times,7 Times,0.44 Minutes,0.24 Minutes,0.2 Minutes,26.45 %,14.34 %,12.10 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d28e1550822fae72201b7a52c93c17bb.mp3,1.68 Minutes,1.42 Minutes,84.20%,0.44 Minutes,1.1 Minutes,28.55 %,71.45 %,4 Times,4 Times,0 Times,0.12 Minutes,0.12 Minutes,0.0 Minutes,8.69 %,8.69 %,0.00 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0fb0679c0daa9579ea633b3e3b7117bb.mp3,0.53 Minutes,0.33 Minutes,63.11%,0.06 Minutes,0.33 Minutes,15.79 %,84.21 %,1 Times,1 Times,0 Times,0.06 Minutes,0.06 Minutes,0.0 Minutes,18.74 %,18.74 %,0.00 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2fd8052d8dbd3f1c86c76661f19817bd.mp3,0.28 Minutes,0.22 Minutes,79.18%,0.07 Minutes,0.17 Minutes,30.92 %,69.08 %,3 Times,2 Times,1 Times,0.02 Minutes,0.01 Minutes,0.0 Minutes,8.34 %,6.19 %,2.15 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d413e0d8e2da2b981aff81920f4217bb.mp3,0.6 Minutes,0.46 Minutes,76.87%,0.1 Minutes,0.4 Minutes,19.67 %,80.33 %,1 Times,1 Times,0 Times,0.04 Minutes,0.04 Minutes,0.0 Minutes,8.82 %,8.82 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b7c60b28a376e676b6df9faa301117ba.mp3,3.64 Minutes,3.25 Minutes,89.44%,1.41 Minutes,2.55 Minutes,35.53 %,64.47 %,29 Times,20 Times,9 Times,0.7 Minutes,0.49 Minutes,0.22 Minutes,21.63 %,14.99 %,6.65 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fb9d4f67e0a33b7b987d38c5d60117b6.mp3,0.79 Minutes,0.72 Minutes,92.16%,0.14 Minutes,0.72 Minutes,16.28 %,83.72 %,4 Times,4 Times,0 Times,0.14 Minutes,0.14 Minutes,0.0 Minutes,18.98 %,18.98 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0ff85bd12cc5daa592232896b82617b8.mp3,0.1 Minutes,0.04 Minutes,37.73%,0.0 Minutes,0.04 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7ab8a87b3b1eab5f67dfb8b8c9e517b6.mp3,0.41 Minutes,0.33 Minutes,79.71%,0.06 Minutes,0.29 Minutes,17.56 %,82.44 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,7.19 %,7.19 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f8115d904639fda5e0a4238f814c17b6.mp3,2.64 Minutes,2.55 Minutes,96.62%,1.14 Minutes,1.83 Minutes,38.38 %,61.62 %,17 Times,12 Times,5 Times,0.43 Minutes,0.3 Minutes,0.13 Minutes,16.84 %,11.70 %,5.14 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/cdba6f4d418c66201092bc9865ae17b7.mp3,2.15 Minutes,1.92 Minutes,89.61%,0.84 Minutes,1.34 Minutes,38.59 %,61.41 %,13 Times,7 Times,6 Times,0.26 Minutes,0.14 Minutes,0.12 Minutes,13.66 %,7.39 %,6.27 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d3b5a98bbe02edaebb95e6a5f28317b9.mp3,0.44 Minutes,0.38 Minutes,85.34%,0.04 Minutes,0.34 Minutes,11.6 %,88.4 %,1 Times,0 Times,1 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,1.05 %,0.00 %,1.05 %,angry,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/342da0ac546d8f7859e1ae5ad11517b9.mp3,0.77 Minutes,0.68 Minutes,87.42%,0.22 Minutes,0.56 Minutes,28.15 %,71.85 %,5 Times,4 Times,1 Times,0.1 Minutes,0.1 Minutes,0.0 Minutes,15.38 %,15.21 %,0.17 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/88b4ab39bc8a6f2a21c837dddda517b9.mp3,1.44 Minutes,1.25 Minutes,86.89%,0.55 Minutes,0.84 Minutes,39.74 %,60.26 %,4 Times,4 Times,0 Times,0.14 Minutes,0.14 Minutes,0.0 Minutes,11.15 %,11.15 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b2612f4288a8faac87744c7be7a617b9.mp3,0.21 Minutes,0.12 Minutes,56.19%,0.0 Minutes,0.12 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,neutral,neutral,neutral
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/067640ad5ffcd2a16fb2a74ab90e17b7.mp3,4.62 Minutes,4.55 Minutes,98.38%,3.18 Minutes,2.82 Minutes,52.97 %,47.03 %,37 Times,18 Times,19 Times,1.45 Minutes,0.65 Minutes,0.8 Minutes,31.96 %,14.26 %,17.70 %,sad,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7cebed18af326989796678873ff117ba.mp3,1.47 Minutes,0.8 Minutes,54.26%,0.66 Minutes,0.13 Minutes,83.08 %,16.92 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,neutral
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b5edf6d882d40a0a4db07cd91f1b17bb.mp3,0.77 Minutes,0.69 Minutes,90.06%,0.05 Minutes,0.69 Minutes,6.7 %,93.3 %,1 Times,1 Times,0 Times,0.05 Minutes,0.05 Minutes,0.0 Minutes,7.18 %,7.18 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/5a332ccfefef5d544b9d62ccd9d917bl.mp3,0.31 Minutes,0.21 Minutes,68.29%,0.04 Minutes,0.19 Minutes,18.57 %,81.43 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,11.55 %,11.55 %,0.00 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/42da8d3d8410856765f34845739c17b1.mp3,0.65 Minutes,0.51 Minutes,79.46%,0.12 Minutes,0.44 Minutes,21.05 %,78.95 %,1 Times,1 Times,0 Times,0.05 Minutes,0.05 Minutes,0.0 Minutes,8.81 %,8.81 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/43f3d61b7497e63b0f531e0df7f517b3.mp3,0.66 Minutes,0.59 Minutes,89.32%,0.29 Minutes,0.46 Minutes,39.07 %,60.93 %,4 Times,1 Times,3 Times,0.16 Minutes,0.03 Minutes,0.12 Minutes,26.68 %,5.73 %,20.95 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/db9a99c825fc150fc75b7734dd1017b8.mp3,1.92 Minutes,1.8 Minutes,93.90%,0.74 Minutes,1.32 Minutes,35.88 %,64.12 %,9 Times,6 Times,3 Times,0.26 Minutes,0.15 Minutes,0.11 Minutes,14.37 %,8.38 %,5.99 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ce0487e1b10075a2412cb386566c17bl.mp3,0.72 Minutes,0.58 Minutes,80.30%,0.1 Minutes,0.53 Minutes,15.48 %,84.52 %,2 Times,2 Times,0 Times,0.05 Minutes,0.05 Minutes,0.0 Minutes,9.08 %,9.08 %,0.00 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/68bb51cb9d9376a2d2842493636817b6.mp3,2.01 Minutes,1.9 Minutes,94.40%,0.45 Minutes,1.7 Minutes,20.95 %,79.05 %,10 Times,8 Times,2 Times,0.25 Minutes,0.24 Minutes,0.01 Minutes,13.28 %,12.79 %,0.49 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e27f601b13899c9696efc5d1099017b6.mp3,1.65 Minutes,1.53 Minutes,92.81%,0.17 Minutes,1.43 Minutes,10.72 %,89.28 %,4 Times,2 Times,2 Times,0.07 Minutes,0.02 Minutes,0.05 Minutes,4.58 %,1.39 %,3.20 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a997c6c663ea11eb23b19e06bb2617b4.mp3,2.95 Minutes,2.06 Minutes,69.81%,0.67 Minutes,1.62 Minutes,29.34 %,70.66 %,11 Times,6 Times,5 Times,0.23 Minutes,0.14 Minutes,0.09 Minutes,11.19 %,6.63 %,4.55 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14671d8a7897267288bf3cb16eb917b9.mp3,0.29 Minutes,0.23 Minutes,81.04%,0.07 Minutes,0.17 Minutes,28.64 %,71.36 %,1 Times,1 Times,0 Times,0.01 Minutes,0.01 Minutes,0.0 Minutes,5.35 %,5.35 %,0.00 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/734f1cf1ea9c908d77f5ad16402417b6.mp3,0.06 Minutes,0.02 Minutes,41.27%,0.0 Minutes,0.02 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fd7f15fda88613f5b2500fb436ab17bb.mp3,0.66 Minutes,0.54 Minutes,81.34%,0.18 Minutes,0.43 Minutes,29.35 %,70.65 %,5 Times,2 Times,3 Times,0.07 Minutes,0.01 Minutes,0.05 Minutes,12.26 %,2.32 %,9.95 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ada4cdfcbbb6328adceb8c1840d517b9.mp3,0.33 Minutes,0.24 Minutes,73.43%,0.05 Minutes,0.22 Minutes,17.46 %,82.54 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,9.25 %,9.25 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c14389950d77e8579968b8bee7a717b8.mp3,1.27 Minutes,0.93 Minutes,73.48%,0.37 Minutes,0.62 Minutes,37.18 %,62.82 %,2 Times,1 Times,1 Times,0.05 Minutes,0.02 Minutes,0.03 Minutes,5.12 %,1.79 %,3.33 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e436350d6624f83618a14da772c617b4.mp3,0.95 Minutes,0.87 Minutes,91.83%,0.28 Minutes,0.72 Minutes,27.78 %,72.22 %,5 Times,2 Times,3 Times,0.12 Minutes,0.04 Minutes,0.08 Minutes,13.62 %,4.18 %,9.44 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/71f5c605d7ae407a1e1aaa6acec317bf.mp3,1.14 Minutes,1.03 Minutes,89.71%,0.31 Minutes,0.79 Minutes,28.27 %,71.73 %,5 Times,4 Times,1 Times,0.08 Minutes,0.07 Minutes,0.01 Minutes,7.41 %,6.83 %,0.58 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/eb1b99e1575a4d196222ed992ef217b6.mp3,1.11 Minutes,1.1 Minutes,99.76%,0.68 Minutes,0.89 Minutes,43.28 %,56.72 %,9 Times,4 Times,5 Times,0.46 Minutes,0.22 Minutes,0.24 Minutes,41.78 %,19.89 %,21.89 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b5a605a30c988118b8790eee8c2b17bk.mp3,0.53 Minutes,0.42 Minutes,80.15%,0.14 Minutes,0.38 Minutes,26.53 %,73.47 %,3 Times,2 Times,1 Times,0.09 Minutes,0.08 Minutes,0.01 Minutes,21.65 %,19.97 %,1.68 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2968fa587f3c0b8e615116804adb17b8.mp3,1.68 Minutes,1.54 Minutes,91.90%,0.57 Minutes,1.26 Minutes,31.12 %,68.88 %,10 Times,6 Times,4 Times,0.28 Minutes,0.12 Minutes,0.16 Minutes,18.26 %,7.81 %,10.45 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f2435b7b827a1a0725e16b07dbe517bl.mp3,0.2 Minutes,0.11 Minutes,55.88%,0.0 Minutes,0.11 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,fear,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8a34487ab03354eafb146db437e917bi.mp3,9.98 Minutes,9.04 Minutes,90.60%,2.63 Minutes,6.91 Minutes,27.58 %,72.42 %,23 Times,12 Times,11 Times,0.49 Minutes,0.25 Minutes,0.24 Minutes,5.46 %,2.77 %,2.69 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/362d55846c2a74c4aa86d4237f7617bd.mp3,1.33 Minutes,1.12 Minutes,83.81%,0.57 Minutes,0.69 Minutes,45.21 %,54.79 %,6 Times,3 Times,3 Times,0.14 Minutes,0.05 Minutes,0.09 Minutes,12.14 %,4.08 %,8.06 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0c36ddab3db76210a6bbcdbf149717bl.mp3,0.8 Minutes,0.69 Minutes,85.81%,0.26 Minutes,0.52 Minutes,33.21 %,66.79 %,5 Times,2 Times,3 Times,0.09 Minutes,0.04 Minutes,0.05 Minutes,12.49 %,5.43 %,7.07 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/64db5a05dfe2bc316463d936a07217b6.mp3,1.06 Minutes,1.0 Minutes,93.45%,0.18 Minutes,0.89 Minutes,17.01 %,82.99 %,3 Times,3 Times,0 Times,0.08 Minutes,0.08 Minutes,0.0 Minutes,8.30 %,8.30 %,0.00 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0e0ccdf027320f5b4738f2024f3217b9.mp3,0.53 Minutes,0.37 Minutes,70.59%,0.11 Minutes,0.29 Minutes,26.69 %,73.31 %,2 Times,1 Times,1 Times,0.03 Minutes,0.01 Minutes,0.02 Minutes,7.01 %,2.44 %,4.57 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e4bef6f6e2ee6a67e0132766bc4e17b4.mp3,1.66 Minutes,1.52 Minutes,91.82%,0.66 Minutes,1.1 Minutes,37.48 %,62.52 %,8 Times,6 Times,2 Times,0.23 Minutes,0.19 Minutes,0.04 Minutes,15.25 %,12.30 %,2.95 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0739543c8f5fc45b8bc9259d96c317bf.mp3,1.36 Minutes,1.23 Minutes,90.28%,0.5 Minutes,0.96 Minutes,34.26 %,65.74 %,11 Times,7 Times,4 Times,0.24 Minutes,0.19 Minutes,0.05 Minutes,19.23 %,15.31 %,3.92 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/34bf303b060b27317c51566a7a0d17bk.mp3,0.35 Minutes,0.18 Minutes,51.68%,0.06 Minutes,0.13 Minutes,30.53 %,69.47 %,2 Times,0 Times,2 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.63 %,0.00 %,0.63 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/5a1fda9cdc500595d0a96c18edf917b9.mp3,0.29 Minutes,0.22 Minutes,76.34%,0.0 Minutes,0.22 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/80713a2cb66891474dd19ca8041317b9.mp3,3.44 Minutes,2.46 Minutes,71.73%,1.0 Minutes,1.84 Minutes,35.12 %,64.88 %,15 Times,8 Times,7 Times,0.37 Minutes,0.24 Minutes,0.13 Minutes,15.10 %,9.84 %,5.26 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/85d273b750bb47fee38ada701af917bd.mp3,0.61 Minutes,0.57 Minutes,94.21%,0.19 Minutes,0.44 Minutes,30.34 %,69.66 %,2 Times,2 Times,0 Times,0.05 Minutes,0.05 Minutes,0.0 Minutes,9.06 %,9.06 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c27f71d90cb73390ed62f9fb8feb17b7.mp3,0.3 Minutes,0.2 Minutes,68.02%,0.04 Minutes,0.17 Minutes,17.59 %,82.41 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/287441775e18463b3b09dc3b864317b1.mp3,1.47 Minutes,1.21 Minutes,82.24%,0.54 Minutes,0.79 Minutes,40.73 %,59.27 %,5 Times,3 Times,2 Times,0.12 Minutes,0.07 Minutes,0.05 Minutes,9.57 %,5.63 %,3.94 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/4a6b86c1bc4f00e00f7c27353c0b17bg.mp3,0.08 Minutes,0.04 Minutes,42.95%,0.0 Minutes,0.04 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7a03af4a172523aa97d995fb0c2b17bk.mp3,1.71 Minutes,1.59 Minutes,93.13%,0.85 Minutes,1.0 Minutes,45.72 %,54.28 %,12 Times,5 Times,7 Times,0.26 Minutes,0.12 Minutes,0.13 Minutes,16.07 %,7.67 %,8.40 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c55891f9f0ea760d0339d54babf617b3.mp3,2.25 Minutes,1.62 Minutes,72.00%,0.35 Minutes,1.38 Minutes,20.3 %,79.7 %,4 Times,3 Times,1 Times,0.11 Minutes,0.1 Minutes,0.0 Minutes,6.65 %,6.42 %,0.23 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/970e6f2c2e1b19f824db1bcd02d417bb.mp3,2.02 Minutes,1.9 Minutes,94.04%,1.01 Minutes,1.34 Minutes,42.94 %,57.06 %,16 Times,9 Times,7 Times,0.45 Minutes,0.29 Minutes,0.15 Minutes,23.51 %,15.49 %,8.01 %,angry,angry,angry
